event_id,event_date,event_url,location_url,event_venue,event_city,event_state,event_country,show,tour,setlist
1510,1985-04-16,/gig:1985-04-16-kokuritsu-yoyogi-kyogi-jo-tokyo-japan,/venue:kokuritsu-yoyogi-kyogi-jo-tokyo-japan,Kokuritsu Yoyogi Kyōgi-jō,Tokyo,,Japan,,Born In The U.S.A. Tour,"Born In The U.S.A., Badlands, Out In The Street, Johnny 99, Atlantic City, Point Blank, Working On The Highway, Prove It All Night, Glory Days, The Promised Land, My Hometown, Thunder Road, Cover Me, Dancing In The Dark, Hungry Heart, Cadillac Ranch, No Surrender, Because The Night, Bobby Jean, Rosalita (Come Out Tonight), Can't Help Falling In Love, Born To Run, Ramrod, Sherry Darling, Twist And Shout, Do You Love Me"
1511,1985-04-19,/gig:1985-04-19-furitsu-taiikukan-kyoto-japan,/venue:furitsu-taiikukan-kyoto-japan,Kyoto Furitsu Taiikukan,Kyoto,,Japan,,Born In The U.S.A. Tour,"Born In The U.S.A., Badlands, Out In The Street, Johnny 99, Atlantic City, The River, Working On The Highway, Prove It All Night, Glory Days, The Promised Land, My Hometown, Thunder Road, Cover Me, Dancing In The Dark, Hungry Heart, Cadillac Ranch, I'm On Fire, No Surrender, Bobby Jean, Rosalita (Come Out Tonight), Born To Run, Ramrod, Twist And Shout, Do You Love Me"
1512,1985-04-22,/gig:1985-04-22-jo-horu-osaka-japan,/venue:jo-horu-osaka-japan,Ōsaka-jō Hōru,Osaka,,Japan,,Born In The U.S.A. Tour,"Born In The U.S.A., Badlands, Out In The Street, Johnny 99, Darkness On The Edge Of Town, The River, Darlington County, Prove It All Night, Glory Days, The Promised Land, My Hometown, Thunder Road, Cover Me, Dancing In The Dark, Hungry Heart, Cadillac Ranch, I'm On Fire, Bobby Jean, Backstreets, Rosalita (Come Out Tonight), Born To Run, Detroit Medley, Twist And Shout, Do You Love Me"
1513,1985-04-23,/gig:1985-04-23-jo-horu-osaka-japan,/venue:jo-horu-osaka-japan,Ōsaka-jō Hōru,Osaka,,Japan,,Born In The U.S.A. Tour,"Born In The U.S.A., Out In The Street, Darlington County, Atlantic City, Point Blank, Working On The Highway, Prove It All Night, Glory Days, The Promised Land, My Hometown, Badlands, Thunder Road, Cover Me, Dancing In The Dark, Hungry Heart, Cadillac Ranch, Sherry Darling, No Surrender, Backstreets, Rosalita (Come Out Tonight), Bobby Jean, Born To Run, Can't Help Falling In Love, Twist And Shout, Do You Love Me"
1514,1985-05-11,/gig:1985-05-11-gemini-pub-lake-oswego-or,/venue:gemini-pub-lake-oswego-or,Gemini Pub,Lake Oswego,OR,USA,,Non-tour Shows,"Hungry Heart, I'm On Fire, Glory Days"
1515,1985-05-14,/gig:1985-05-14-country-club-lake-oswego-or,/venue:country-club-lake-oswego-or,Lake Oswego Country Club,Lake Oswego,OR,USA,,Non-tour Shows,
1516,1985-05-31,/rehearsal:1985-05-31-castle-slane-ireland,/venue:castle-slane-ireland,Slane Castle,Slane,,Ireland,,Born In The U.S.A. Tour,
1517,1985-06-01,/gig:1985-06-01-castle-slane-ireland,/venue:castle-slane-ireland,Slane Castle,Slane,,Ireland,,Born In The U.S.A. Tour,"Born In The U.S.A., Badlands, Out In The Street, Johnny 99, Atlantic City, The River, Working On The Highway, Trapped, Prove It All Night, Glory Days, The Promised Land, My Hometown, Thunder Road, Cover Me, Dancing In The Dark, Hungry Heart, Cadillac Ranch, Downbound Train, I'm On Fire, Pink Cadillac, Rosalita (Come Out Tonight), When I Grow Up (To Be A Man), Born To Run, Bobby Jean, Ramrod, Twist And Shout, Do You Love Me"
1518,1985-06-04,/gig:1985-06-04-st-james-park-newcastle-england,/venue:st-james-park-newcastle-england,St. James' Park,Newcastle,,England,,Born In The U.S.A. Tour,"Born In The U.S.A., Badlands, Out In The Street, Johnny 99, Atlantic City, The River, Working On The Highway, Trapped, Prove It All Night, Glory Days, The Promised Land, My Hometown, Thunder Road, Cover Me, Dancing In The Dark, Hungry Heart, Cadillac Ranch, Downbound Train, I'm On Fire, Pink Cadillac, Racing In The Street, Rosalita (Come Out Tonight), Born To Run, Bobby Jean, Ramrod, Twist And Shout, Do You Love Me"
1519,1985-06-05,/gig:1985-06-05-st-james-park-newcastle-england,/venue:st-james-park-newcastle-england,St. James' Park,Newcastle,,England,,Born In The U.S.A. Tour,"Born In The U.S.A., Badlands, Darlington County, Johnny 99, Darkness On The Edge Of Town, Shut Out The Light, The River, Working On The Highway, Trapped, Prove It All Night, Glory Days, The Promised Land, My Hometown, Thunder Road, Cover Me, Dancing In The Dark, Hungry Heart, Cadillac Ranch, Downbound Train, I'm On Fire, Because The Night, Rosalita (Come Out Tonight), Can't Help Falling In Love, Born To Run, Bobby Jean, Ramrod, Twist And Shout, Do You Love Me"
1520,1985-06-08,/gig:1985-06-08-ullevi-gothenburg-sweden,/venue:ullevi-gothenburg-sweden,Ullevi,Gothenburg,,Sweden,,Born In The U.S.A. Tour,"Born In The U.S.A., Badlands, Out In The Street, Johnny 99, Atlantic City, The River, Working On The Highway, Trapped, Prove It All Night, Glory Days, The Promised Land, My Hometown, Thunder Road, Cover Me, Dancing In The Dark, Hungry Heart, Cadillac Ranch, Downbound Train, I'm On Fire, Because The Night, Rosalita (Come Out Tonight), Can't Help Falling In Love, Born To Run, Bobby Jean, Ramrod, Twist And Shout, Do You Love Me"
1521,1985-06-09,/gig:1985-06-09-ullevi-gothenburg-sweden,/venue:ullevi-gothenburg-sweden,Ullevi,Gothenburg,,Sweden,,Born In The U.S.A. Tour,"Born In The U.S.A., Badlands, Out In The Street, Johnny 99, Darkness On The Edge Of Town, Shut Out The Light, The River, Darlington County, Prove It All Night, Glory Days, The Promised Land, My Hometown, Thunder Road, Cover Me, Dancing In The Dark, Hungry Heart, Cadillac Ranch, Racing In The Street, Because The Night, Bobby Jean, Rosalita (Come Out Tonight), Can't Help Falling In Love, Born To Run, Ramrod, Sherry Darling, Twist And Shout, Do You Love Me"
1522,1985-06-12,/gig:1985-06-12-stadion-feijenoord-rotterdam-netherlands,/venue:stadion-feijenoord-rotterdam-netherlands,Stadion Feijenoord,Rotterdam,,The Netherlands,,Born In The U.S.A. Tour,"Born In The U.S.A., Badlands, Out In The Street, Darlington County, Johnny 99, Atlantic City, The River, Trapped, Working On The Highway, Prove It All Night, Glory Days, The Promised Land, My Hometown, Thunder Road, Cover Me, Dancing In The Dark, Hungry Heart, Cadillac Ranch, Downbound Train, I'm On Fire, Because The Night, Rosalita (Come Out Tonight), Can't Help Falling In Love, Bobby Jean, Born To Run, Ramrod, Twist And Shout, Do You Love Me"
1523,1985-06-13,/gig:1985-06-13-stadion-feijenoord-rotterdam-netherlands,/venue:stadion-feijenoord-rotterdam-netherlands,Stadion Feijenoord,Rotterdam,,The Netherlands,,Born In The U.S.A. Tour,"Born In The U.S.A., Badlands, Out In The Street, Johnny 99, Darkness On The Edge Of Town, Shut Out The Light, The River, Working On The Highway, Trapped, Prove It All Night, Glory Days, The Promised Land, My Hometown, Thunder Road, Cover Me, Dancing In The Dark, Hungry Heart, Cadillac Ranch, I'm On Fire, Because The Night, Backstreets, Rosalita (Come Out Tonight), Can't Help Falling In Love, Born To Run, Bobby Jean, Ramrod, Sherry Darling, Twist And Shout, Do You Love Me"
1524,1985-06-15,/gig:1985-06-15-waldstadion-frankfurt-germany,/venue:waldstadion-frankfurt-germany,Waldstadion,Frankfurt,,West Germany,,Born In The U.S.A. Tour,"Born In The U.S.A., Badlands, Out In The Street, Johnny 99, Atlantic City, The River, Working On The Highway, Trapped, Prove It All Night, Glory Days, The Promised Land, My Hometown, Thunder Road, Cover Me, Dancing In The Dark, Hungry Heart, Cadillac Ranch, Downbound Train, I'm On Fire, Because The Night, Rosalita (Come Out Tonight), Can't Help Falling In Love, Born To Run, Bobby Jean, Ramrod, Sherry Darling, Twist And Shout, Do You Love Me"
1525,1985-06-18,/gig:1985-06-18-olympiastadion-munich-germany,/venue:olympiastadion-munich-germany,Olympiastadion,Munich,,West Germany,,Born In The U.S.A. Tour,"Born In The U.S.A., Badlands, Out In The Street, Johnny 99, Atlantic City, Shut Out The Light, The River, Working On The Highway, Trapped, Prove It All Night, Glory Days, The Promised Land, My Hometown, Thunder Road, Cover Me, Dancing In The Dark, Hungry Heart, Cadillac Ranch, Downbound Train, I'm On Fire, Because The Night, Rosalita (Come Out Tonight), Can't Help Falling In Love, Born To Run, Bobby Jean, Ramrod, Twist And Shout, Do You Love Me"
1526,1985-06-21,/gig:1985-06-21-stadio-giuseppe-meazza-milan-italy,/venue:stadio-giuseppe-meazza-milan-italy,Stadio Giuseppe Meazza,Milan,,Italy,,Born In The U.S.A. Tour,"Born In The U.S.A., Badlands, Out In The Street, Johnny 99, Atlantic City, The River, Working On The Highway, Trapped, Prove It All Night, Glory Days, The Promised Land, My Hometown, Thunder Road, Cover Me, Dancing In The Dark, Hungry Heart, Cadillac Ranch, Downbound Train, I'm On Fire, Because The Night, Backstreets, Rosalita (Come Out Tonight), Can't Help Falling In Love, Born To Run, Bobby Jean, Ramrod, Twist And Shout, Do You Love Me, Rockin' All Over The World"
1527,1985-06-23,/gig:1985-06-23-stade-richter-montpellier-france,/venue:stade-richter-montpellier-france,Stade Richter,Montpellier,,France,,Born In The U.S.A. Tour,"Born In The U.S.A., Badlands, Out In The Street, Johnny 99, Atlantic City, The River, Working On The Highway, Trapped, Prove It All Night, Glory Days, The Promised Land, My Hometown, Thunder Road, Cover Me, Dancing In The Dark, Hungry Heart, Cadillac Ranch, Downbound Train, I'm On Fire, Because The Night, Rosalita (Come Out Tonight), Can't Help Falling In Love, Born To Run, Bobby Jean, Ramrod, Twist And Shout, Do You Love Me, Rockin' All Over The World"
1528,1985-06-25,/gig:1985-06-25-stade-geoffroy-guichard-saint-etienne-france,/venue:stade-geoffroy-guichard-saint-etienne-france,Stade Geoffroy-Guichard,Saint-Étienne,,France,,Born In The U.S.A. Tour,"Born In The U.S.A., Badlands, Darlington County, Johnny 99, Atlantic City, The River, Working On The Highway, Trapped, Out In The Street, Glory Days, The Promised Land, My Hometown, Thunder Road, Cover Me, Dancing In The Dark, Hungry Heart, Cadillac Ranch, Downbound Train, I'm On Fire, Because The Night, Rosalita (Come Out Tonight), No Surrender, Born To Run, Bobby Jean, Ramrod, Twist And Shout, Do You Love Me, Rockin' All Over The World"
1529,1985-06-29,/gig:1985-06-29-parc-de-la-courneuve-paris-france,/venue:parc-de-la-courneuve-paris-france,Parc De La Courneuve,Paris,,France,,Born In The U.S.A. Tour,"Born In The U.S.A., Badlands, Out In The Street, Johnny 99, Atlantic City, Shut Out The Light, The River, Working On The Highway, Trapped, Darlington County, Glory Days, The Promised Land, My Hometown, Thunder Road, Cover Me, Dancing In The Dark, Hungry Heart, Cadillac Ranch, Downbound Train, I'm On Fire, Because The Night, Rosalita (Come Out Tonight), Can't Help Falling In Love, Born To Run, Bobby Jean, Ramrod, Twist And Shout, Do You Love Me, Rockin' All Over The World"
1530,1985-06-30,/gig:1985-06-30-parc-de-la-courneuve-paris-france,/venue:parc-de-la-courneuve-paris-france,Parc De La Courneuve,Paris,,France,,Born In The U.S.A. Tour,"Born In The U.S.A., Badlands, Prove It All Night, Johnny 99, Atlantic City, Point Blank, Working On The Highway, Trapped, Out In The Street, Glory Days, The Promised Land, My Hometown, Thunder Road, Cover Me, Dancing In The Dark, Hungry Heart, Cadillac Ranch, No Surrender, I'm On Fire, Because The Night, Rosalita (Come Out Tonight), Can't Help Falling In Love, Born To Run, Bobby Jean, Ramrod, Twist And Shout, Do You Love Me, Rockin' All Over The World"
1531,1985-07-03,/gig:1985-07-03-wembley-stadium-london-england,/venue:wembley-stadium-london-england,Wembley Stadium,London,,England,,Born In The U.S.A. Tour,"Born In The U.S.A., Badlands, Darlington County, Seeds, Johnny 99, Atlantic City, The River, Working On The Highway, Trapped, Out In The Street, Glory Days, The Promised Land, My Hometown, Thunder Road, Cover Me, Dancing In The Dark, Hungry Heart, Cadillac Ranch, Downbound Train, I'm On Fire, Because The Night, Rosalita (Come Out Tonight), Can't Help Falling In Love, Born To Run, Bobby Jean, Two Hearts, Ramrod, Twist And Shout, Do You Love Me"
1532,1985-07-04,/gig:1985-07-04-wembley-stadium-london-england,/venue:wembley-stadium-london-england,Wembley Stadium,London,,England,,Born In The U.S.A. Tour,"Independence Day, Born In The U.S.A., Badlands, Out In The Street, Seeds, Johnny 99, Darkness On The Edge Of Town, The River, Working On The Highway, Trapped, Prove It All Night, Glory Days, The Promised Land, My Hometown, Thunder Road, Cover Me, Dancing In The Dark, Hungry Heart, Cadillac Ranch, Because The Night, I'm On Fire, Pink Cadillac, Rosalita (Come Out Tonight), Can't Help Falling In Love, Born To Run, Bobby Jean, Two Hearts, Ramrod, Twist And Shout, Do You Love Me"
1533,1985-07-06,/gig:1985-07-06-wembley-stadium-london-england,/venue:wembley-stadium-london-england,Wembley Stadium,London,,England,,Born In The U.S.A. Tour,"Born In The U.S.A., Badlands, Out In The Street, Seeds, Johnny 99, Highway Patrolman, The River, Working On The Highway, Trapped, Darlington County, Glory Days, The Promised Land, My Hometown, Thunder Road, Cover Me, Dancing In The Dark, Hungry Heart, Cadillac Ranch, Downbound Train, I'm On Fire, Because The Night, Rosalita (Come Out Tonight), Can't Help Falling In Love, Born To Run, Bobby Jean, Two Hearts, Ramrod, Street Fighting Man, Twist And Shout, Do You Love Me"
1534,1985-07-07,/gig:1985-07-07-roundhay-park-leeds-england,/venue:roundhay-park-leeds-england,Roundhay Park,Leeds,,England,,Born In The U.S.A. Tour,"Born In The U.S.A., Badlands, Out In The Street, Johnny 99, Atlantic City, The River, Working On The Highway, Trapped, Darlington County, Glory Days, The Promised Land, My Hometown, Thunder Road, Cover Me, Dancing In The Dark, Hungry Heart, Cadillac Ranch, Downbound Train, I'm On Fire, Because The Night, Racing In The Street, Rosalita (Come Out Tonight), Follow That Dream, Born To Run, Bobby Jean, Two Hearts, Ramrod, Twist And Shout, Do You Love Me, Rockin' All Over The World"
1535,1985-07-30,/rehearsal:1985-07-30-129-monmouth-street-red-bank-nj,/venue:129-monmouth-street-red-bank-nj,129 Monmouth Street,Red Bank,NJ,USA,,Born In The U.S.A. Tour,
1536,1985-08-01,/rehearsal:1985-08-01-129-monmouth-street-red-bank-nj,/venue:129-monmouth-street-red-bank-nj,129 Monmouth Street,Red Bank,NJ,USA,,Born In The U.S.A. Tour,
1537,1985-08-05,/gig:1985-08-05-rfk-stadium-washington-dc,/venue:rfk-stadium-washington-dc,RFK Stadium,Washington,DC,USA,,Born In The U.S.A. Tour,"Born In The U.S.A., Badlands, Out In The Street, Johnny 99, Seeds, Atlantic City, Man At The Top, The River, Working On The Highway, Trapped, Darlington County, Glory Days, The Promised Land, My Hometown, Thunder Road, Cover Me, Dancing In The Dark, Hungry Heart, Cadillac Ranch, Downbound Train, I'm On Fire, Because The Night, Bobby Jean, Can't Help Falling In Love, Born To Run, Ramrod, Twist And Shout, Do You Love Me, Sherry Darling"
1538,1985-08-07,/gig:1985-08-07-municipal-stadium-cleveland-oh,/venue:municipal-stadium-cleveland-oh,Municipal Stadium,Cleveland,OH,USA,,Born In The U.S.A. Tour,"Born In The U.S.A., Badlands, Out In The Street, Johnny 99, Seeds, Atlantic City, The River, Working On The Highway, Trapped, Darlington County, Glory Days, The Promised Land, My Hometown, Thunder Road, Cover Me, Dancing In The Dark, Hungry Heart, Cadillac Ranch, Downbound Train, I'm On Fire, Pink Cadillac, Bobby Jean, This Land Is Your Land, Born To Run, Ramrod, Twist And Shout, Do You Love Me, Sherry Darling"
1539,1985-08-09,/gig:1985-08-09-soldier-field-chicago-il,/venue:soldier-field-chicago-il,Soldier Field,Chicago,IL,USA,,Born In The U.S.A. Tour,"Born In The U.S.A., Badlands, Out In The Street, Johnny 99, Seeds, Atlantic City, The River, Working On The Highway, Trapped, Darlington County, Glory Days, The Promised Land, My Hometown, Thunder Road, Cover Me, Dancing In The Dark, Hungry Heart, Cadillac Ranch, Downbound Train, I'm On Fire, Pink Cadillac, Bobby Jean, This Land Is Your Land, Born To Run, Ramrod, Twist And Shout, Do You Love Me, Sherry Darling"
1540,1985-08-11,/gig:1985-08-11-three-rivers-stadium-pittsburgh-pa,/venue:three-rivers-stadium-pittsburgh-pa,Three Rivers Stadium,Pittsburgh,PA,USA,,Born In The U.S.A. Tour,"Born In The U.S.A., Badlands, Out In The Street, Johnny 99, Seeds, Atlantic City, The River, Working On The Highway, Trapped, Darlington County, Glory Days, The Promised Land, My Hometown, Thunder Road, Cover Me, Dancing In The Dark, Hungry Heart, Cadillac Ranch, Downbound Train, I'm On Fire, Pink Cadillac, Bobby Jean, This Land Is Your Land, Born To Run, Ramrod, Twist And Shout, Do You Love Me, Sherry Darling"
1541,1985-08-14,/gig:1985-08-14-veterans-stadium-philadelphia-pa,/venue:veterans-stadium-philadelphia-pa,Veterans Stadium,Philadelphia,PA,USA,,Born In The U.S.A. Tour,"Born In The U.S.A., Badlands, Out In The Street, Johnny 99, Seeds, Atlantic City, The River, Working On The Highway, Trapped, Darlington County, Glory Days, The Promised Land, My Hometown, Thunder Road, Cover Me, Dancing In The Dark, Hungry Heart, Cadillac Ranch, Downbound Train, I'm On Fire, Pink Cadillac, Bobby Jean, This Land Is Your Land, Born To Run, Ramrod, Twist And Shout, Do You Love Me, Sherry Darling"
1542,1985-08-15,/gig:1985-08-15-veterans-stadium-philadelphia-pa,/venue:veterans-stadium-philadelphia-pa,Veterans Stadium,Philadelphia,PA,USA,,Born In The U.S.A. Tour,"Born In The U.S.A., Badlands, Out In The Street, Johnny 99, Seeds, Darkness On The Edge Of Town, The River, Working On The Highway, Trapped, I'm Goin' Down, Glory Days, The Promised Land, My Hometown, Thunder Road, Cover Me, Dancing In The Dark, Hungry Heart, Cadillac Ranch, Jersey Girl, I'm On Fire, Pink Cadillac, Bobby Jean, This Land Is Your Land, Born To Run, Ramrod, Twist And Shout, Do You Love Me, Sherry Darling"
1543,1985-08-18,/gig:1985-08-18-giants-stadium-east-rutherford-nj,/venue:giants-stadium-east-rutherford-nj,Giants Stadium,East Rutherford,NJ,USA,,Born In The U.S.A. Tour,"Born In The U.S.A., Badlands, Out In The Street, Johnny 99, Seeds, Atlantic City, The River, Working On The Highway, Trapped, Darlington County, Glory Days, The Promised Land, My Hometown, Thunder Road, Cover Me, Dancing In The Dark, Hungry Heart, Cadillac Ranch, Downbound Train, I'm On Fire, Pink Cadillac, Bobby Jean, This Land Is Your Land, Born To Run, Ramrod, Twist And Shout, Do You Love Me, Jersey Girl, Sherry Darling"
1544,1985-08-19,/gig:1985-08-19-giants-stadium-east-rutherford-nj,/venue:giants-stadium-east-rutherford-nj,Giants Stadium,East Rutherford,NJ,USA,,Born In The U.S.A. Tour,"Born In The U.S.A., Badlands, Out In The Street, Johnny 99, Seeds, Darkness On The Edge Of Town, The River, Working On The Highway, Trapped, I'm Goin' Down, Glory Days, The Promised Land, My Hometown, Thunder Road, Cover Me, Dancing In The Dark, Hungry Heart, Cadillac Ranch, Downbound Train, I'm On Fire, Pink Cadillac, Bobby Jean, This Land Is Your Land, Born To Run, Ramrod, Twist And Shout, Do You Love Me, Jersey Girl, Sherry Darling"
1545,1985-08-21,/gig:1985-08-21-giants-stadium-east-rutherford-nj,/venue:giants-stadium-east-rutherford-nj,Giants Stadium,East Rutherford,NJ,USA,,Born In The U.S.A. Tour,"Born In The U.S.A., Badlands, Out In The Street, Johnny 99, Seeds, Atlantic City, Used Cars, The River, Working On The Highway, Trapped, I'm Goin' Down, Glory Days, The Promised Land, My Hometown, Thunder Road, Cover Me, Dancing In The Dark, Hungry Heart, Cadillac Ranch, Downbound Train, I'm On Fire, Growin' Up, Bobby Jean, This Land Is Your Land, Born To Run, Ramrod, Twist And Shout, Do You Love Me, Jersey Girl, Sherry Darling"
1546,1985-08-22,/gig:1985-08-22-giants-stadium-east-rutherford-nj,/venue:giants-stadium-east-rutherford-nj,Giants Stadium,East Rutherford,NJ,USA,,Born In The U.S.A. Tour,"Born In The U.S.A., Badlands, Out In The Street, Johnny 99, Seeds, Atlantic City, The River, I'm Goin' Down, Working On The Highway, Trapped, Glory Days, The Promised Land, My Hometown, Thunder Road, Cover Me, Dancing In The Dark, Hungry Heart, Cadillac Ranch, Downbound Train, I'm On Fire, Pink Cadillac, Bobby Jean, This Land Is Your Land, Born To Run, Two Hearts, Ramrod, Twist And Shout, Do You Love Me, Jersey Girl, Sherry Darling"
1547,1985-08-26,/gig:1985-08-26-cne-stadium-toronto-on,/venue:cne-stadium-toronto-on,CNE Stadium,Toronto,ON,Canada,,Born In The U.S.A. Tour,"Born In The U.S.A., Badlands, Out In The Street, Johnny 99, Seeds, Atlantic City, The River, I'm Goin' Down, Working On The Highway, Trapped, Glory Days, The Promised Land, My Hometown, Thunder Road, Cover Me, Dancing In The Dark, Hungry Heart, Cadillac Ranch, Downbound Train, I'm On Fire, Pink Cadillac, Bobby Jean, Can't Help Falling In Love, Born To Run, Ramrod, Twist And Shout, Do You Love Me, Sherry Darling"
1548,1985-08-27,/gig:1985-08-27-cne-stadium-toronto-on,/venue:cne-stadium-toronto-on,CNE Stadium,Toronto,ON,Canada,,Born In The U.S.A. Tour,"Born In The U.S.A., Badlands, Out In The Street, Johnny 99, Seeds, Darkness On The Edge Of Town, The River, Working On The Highway, Trapped, Darlington County, Glory Days, The Promised Land, My Hometown, Thunder Road, Cover Me, Dancing In The Dark, Hungry Heart, Cadillac Ranch, Downbound Train, I'm On Fire, Growin' Up, Bobby Jean, Can't Help Falling In Love, Born To Run, Ramrod, Twist And Shout, Do You Love Me, Sherry Darling"
1549,1985-08-31,/gig:1985-08-31-giants-stadium-east-rutherford-nj,/venue:giants-stadium-east-rutherford-nj,Giants Stadium,East Rutherford,NJ,USA,,Born In The U.S.A. Tour,"Born In The U.S.A., Badlands, Out In The Street, Johnny 99, Seeds, Atlantic City, The River, Trapped, Working On The Highway, Darlington County, Glory Days, The Promised Land, My Hometown, Thunder Road, Cover Me, Dancing In The Dark, Hungry Heart, Cadillac Ranch, Downbound Train, I'm On Fire, Growin' Up, Bobby Jean, This Land Is Your Land, Born To Run, Two Hearts, Ramrod, Twist And Shout, Do You Love Me, Jersey Girl, Sherry Darling, Stand On It"
1550,1985-09-01,/gig:1985-09-01-giants-stadium-east-rutherford-nj,/venue:giants-stadium-east-rutherford-nj,Giants Stadium,East Rutherford,NJ,USA,,Born In The U.S.A. Tour,"Born In The U.S.A., Badlands, Out In The Street, Johnny 99, Seeds, Darkness On The Edge Of Town, The River, I'm Goin' Down, Working On The Highway, Trapped, Glory Days, The Promised Land, My Hometown, Thunder Road, Cover Me, Dancing In The Dark, Hungry Heart, Cadillac Ranch, Fire, Downbound Train, I'm On Fire, Pink Cadillac, Bobby Jean, This Land Is Your Land, Born To Run, Ramrod, Twist And Shout, Do You Love Me, Jersey Girl, Sherry Darling, Santa Claus Is Comin' To Town"
1551,1985-09-04,/gig:1985-09-04-silverdome-pontiac-mi,/venue:silverdome-pontiac-mi,Pontiac Silverdome,Pontiac,MI,USA,,Born In The U.S.A. Tour,"Born In The U.S.A., Badlands, Out In The Street, Johnny 99, Seeds, Atlantic City, The River, Working On The Highway, Trapped, I'm Goin' Down, Glory Days, The Promised Land, My Hometown, Thunder Road, Cover Me, Dancing In The Dark, Hungry Heart, Cadillac Ranch, Downbound Train, I'm On Fire, Pink Cadillac, Bobby Jean, This Land Is Your Land, Born To Run, Ramrod, Twist And Shout, Do You Love Me, Detroit Medley"
1552,1985-09-06,/gig:1985-09-06-hoosier-dome-indianapolis-in,/venue:hoosier-dome-indianapolis-in,Hoosier Dome,Indianapolis,IN,USA,,Born In The U.S.A. Tour,"Born In The U.S.A., Badlands, Out In The Street, Johnny 99, Seeds, Atlantic City, The River, Working On The Highway, Trapped, I'm Goin' Down, Glory Days, The Promised Land, My Hometown, Thunder Road, Cover Me, Dancing In The Dark, Hungry Heart, Cadillac Ranch, Downbound Train, I'm On Fire, Pink Cadillac, Bobby Jean, This Land Is Your Land, Born To Run, Ramrod, Twist And Shout, Do You Love Me, Santa Claus Is Comin' To Town, Stand On It"
1553,1985-09-09,/gig:1985-09-09-orange-bowl-miami-fl,/venue:orange-bowl-miami-fl,Orange Bowl,Miami,FL,USA,,Born In The U.S.A. Tour,"Born In The U.S.A., Badlands, Out In The Street, Johnny 99, Seeds, Atlantic City, The River, Working On The Highway, Trapped, I'm Goin' Down, Glory Days, The Promised Land, My Hometown, Thunder Road, Cover Me, Dancing In The Dark, Hungry Heart, Cadillac Ranch, Downbound Train, I'm On Fire, Pink Cadillac, Bobby Jean, This Land Is Your Land, Born To Run, Ramrod, Twist And Shout, Do You Love Me, Stand On It"
1554,1985-09-10,/gig:1985-09-10-orange-bowl-miami-fl,/venue:orange-bowl-miami-fl,Orange Bowl,Miami,FL,USA,,Born In The U.S.A. Tour,"Born In The U.S.A., Badlands, Out In The Street, Johnny 99, Seeds, Darkness On The Edge Of Town, The River, Working On The Highway, Trapped, Darlington County, Glory Days, The Promised Land, My Hometown, Thunder Road, Cover Me, Dancing In The Dark, Hungry Heart, Cadillac Ranch, No Surrender, I'm On Fire, Pink Cadillac, Bobby Jean, Can't Help Falling In Love, Born To Run, Ramrod, Twist And Shout, Do You Love Me, Stand On It"
1555,1985-09-13,/gig:1985-09-13-cotton-bowl-dallas-tx,/venue:cotton-bowl-dallas-tx,Cotton Bowl,Dallas,TX,USA,,Born In The U.S.A. Tour,"Born In The U.S.A., Badlands, Out In The Street, Johnny 99, Seeds, Atlantic City, The River, Working On The Highway, Trapped, I'm Goin' Down, Glory Days, The Promised Land, My Hometown, Thunder Road, Cover Me, Dancing In The Dark, Hungry Heart, Cadillac Ranch, Downbound Train, I'm On Fire, Pink Cadillac, Bobby Jean, This Land Is Your Land, Born To Run, Ramrod, Twist And Shout, Do You Love Me, Stand On It, Travelin' Band"
1556,1985-09-14,/gig:1985-09-14-cotton-bowl-dallas-tx,/venue:cotton-bowl-dallas-tx,Cotton Bowl,Dallas,TX,USA,,Born In The U.S.A. Tour,"Born In The U.S.A., Badlands, Darlington County, Johnny 99, Seeds, The River, Working On The Highway, Trapped, Out In The Street, I'm Goin' Down, Glory Days, The Promised Land, My Hometown, Thunder Road, Cover Me, Dancing In The Dark, Hungry Heart, Cadillac Ranch, Downbound Train, I'm On Fire, Growin' Up, Bobby Jean, Can't Help Falling In Love, Born To Run, Ramrod, Twist And Shout, Do You Love Me, Stand On It, Travelin' Band"
1557,1985-09-18,/gig:1985-09-18-alameda-county-coliseum-oakland-ca,/venue:alameda-county-coliseum-oakland-ca,Oakland-Alameda County Coliseum,Oakland,CA,USA,,Born In The U.S.A. Tour,"Born In The U.S.A., Badlands, Out In The Street, Johnny 99, Seeds, Atlantic City, The River, Working On The Highway, Trapped, I'm Goin' Down, Glory Days, The Promised Land, My Hometown, Thunder Road, Cover Me, Dancing In The Dark, Hungry Heart, Cadillac Ranch, Downbound Train, Stolen Car, I'm On Fire, Pink Cadillac, Bobby Jean, This Land Is Your Land, Born To Run, Ramrod, Twist And Shout, Do You Love Me, Stand On It, Travelin' Band"
1558,1985-09-19,/gig:1985-09-19-alameda-county-coliseum-oakland-ca,/venue:alameda-county-coliseum-oakland-ca,Oakland-Alameda County Coliseum,Oakland,CA,USA,,Born In The U.S.A. Tour,"Born In The U.S.A., Badlands, Darlington County, Johnny 99, Seeds, Darkness On The Edge Of Town, Highway Patrolman, Used Cars, Trapped, Working On The Highway, I'm Goin' Down, Glory Days, The Promised Land, My Hometown, Thunder Road, Cover Me, Dancing In The Dark, Hungry Heart, Cadillac Ranch, Downbound Train, I'm On Fire, Growin' Up, Bobby Jean, Can't Help Falling In Love, Born To Run, Ramrod, Twist And Shout, Do You Love Me, Stand On It, Travelin' Band"
